RegionName,State,Metro,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10
McLean,IL,Bloomington,96800,97500,98100,99100,99900,100000,99700,99800,100100,100300,100600,100700,100700,100800,100800,100600,100800,101600,102500,103100,103400,103700,104400,104900,105200,105500,105700,105600,105700,106000,106500,107000,107600,108100,108400,108500,108300,108300,108800,109500,110000,110500,111100,111700,112100,112700,113400,114200,114600,115100,115600,115800,115800,115900,116000,116100,116200,116400,116600,116900,117200,117500,117700,118100,118900,119500,120000,120400,120900,121400,121900,122700,123300,123600,123600,123400,122900,122900,123400,123900,124400,124900,125300,125300,125400,125900,126500,127300,128300,128800,128700,128700,129000,129100,129000,129200,129500,129800,130300,130800,131100,131300,131700,132200,132600,133200,133900,134700,135300,135500,135600,135800,135900,136100,136100,136000,135900,135800,135800,135500,135300,135500,135900,136100,136500,137000,137500,138200,138800,139500,140200,141100,141500,141300,141100,141200,141400,141600,141800,142200,142500,142500,142500,142700,143000,143200,143500,143800,143900,144000,144100,143700,142100,140400,139700,139700,140200,141000,141500,141600,141800,142000,141700,140900,142000,144500,145100,143600,142800,142500,142000,141800,141200,140400,139600,139600,139400,138100,136700,136100,136100,135600,135100,134400,133700,133500,133600,133700,133400,133300,133600,133800,133500,133700,134500,135200,135500,135900,136700,137800,138600,139100,139800,140700,141300,141300,141200,141300,141800,142300,142600,142900,143000,143200,143100,142200,140900,139700,138900,138700,139000,139200,139200,139300,139100,138600,138500,139000,139500,140400,141400,142000,142300,142700,142500,141700,141400,141900,142000,141800,141600,141500,141100,140900,140800,140600,140100,139300,138600,138600,139900,142200,144100,144800,144900,144500,144000,143300,142400
Rock Island,IL,Davenport,59600,59500,59700,59900,60100,60200,60200,60300,60500,60700,60700,60900,61200,61700,61900,62100,62300,62600,62700,62600,62600,62600,62700,62900,63000,63100,63500,63800,64100,64800,65800,66600,67700,68700,69200,69300,69400,69300,69000,68700,68600,68500,68500,68500,68600,68900,69400,70000,70500,70800,71000,71500,71900,72300,72600,72900,72600,72200,71900,72000,72600,73300,73700,74000,74200,74300,74500,75000,75400,75300,75600,76200,76500,76700,77000,77100,77100,77100,77200,77300,77500,77800,78200,78400,78600,79100,79700,80100,80600,81200,81700,82000,82300,82700,82900,82900,83000,83000,83100,83400,83700,83800,84000,84300,84900,85500,85700,86000,86200,86400,86200,86300,86600,86700,86700,87000,87000,87000,87200,87300,87300,87400,87700,88100,88400,88700,88800,88900,89100,89500,90100,90700,91100,91400,91600,91800,91600,91500,91500,91500,91300,91000,90700,90300,90400,90600,90500,90200,90400,90500,90500,90500,90600,90500,90500,90600,90700,91100,91500,91800,92100,92900,93600,93800,94600,96100,97000,97100,97400,97900,98300,98500,98500,98400,98500,98800,98900,98800,98600,98400,97900,97400,97100,96500,95800,95400,95200,94900,94300,93500,93100,93400,93700,93500,93300,93700,93900,93700,93700,94200,94500,94500,94700,95200,95600,95600,95600,95900,96700,97300,97500,97500,97500,97500,97500,97500,97700,98000,98000,98100,98200,98100,98100,98300,98600,98900,99200,98900,98600,98600,98900,99100,98900,98500,98300,98200,98100,97900,97700,97700,97900,98200,98300,98000,97600,97300,97200,97200,97000,96500,95800,95000,94200,93600,93100,93300,93800,94000,94000
Tazewell,IL,Peoria,55000,56800,58300,59400,60900,63000,64700,66500,68500,70800,73100,75400,77600,79400,80700,81900,82600,83000,83400,83600,83100,82300,81800,81300,80900,80500,80100,80000,80300,80700,81300,82100,82900,83600,84500,85400,86300,87000,87600,88100,88300,88300,88300,88200,87900,87800,87900,88000,87600,87200,87200,87600,87800,87600,87400,87500,88000,88500,89000,89100,89300,90100,91000,91800,92300,92600,92900,93400,93700,94000,94300,94600,94800,95000,95200,95200,95400,95900,96400,96700,97100,97600,98000,98300,98700,99000,99200,99400,99600,99800,99900,99900,99800,100000,100300,100800,101000,101200,101600,102100,102600,103300,103900,104500,105300,106000,106200,106600,107400,108200,108800,109200,109600,110200,111000,111600,111800,112100,112500,112800,113000,113000,113200,113700,114400,114600,114600,114900,115400,115800,116300,116900,117500,118200,118800,118900,119100,119200,119200,119200,119400,119500,119400,119300,119100,118800,118600,118300,118000,117700,117900,117900,117700,117200,116800,116500,116200,115900,115500,115600,115700,115700,115600,115300,115500,115900,115900,115700,115600,115500,115400,115100,115100,115200,115200,115200,114900,114600,114800,115100,115300,115400,115700,115800,115700,115700,115800,116000,116100,116100,116000,115700,115500,115800,115900,115900,115800,115400,115100,115500,115900,116000,116300,116800,117200,117600,117500,117100,117000,117000,117200,117300,117400,117600,117800,117900,118000,118300,118600,119000,119400,119900,120300,120400,120000,119500,119400,119300,119000,118900,119000,119200,119200,119200,119100,118800,118800,119400,120100,120600,120800,120800,121000,121000,120700,120400,120300,120500,120600,120100,119400,119300,119200,118400,117900,118100,118700,118900,119000
Kendall,IL,Chicago,144800,142700,141800,141800,142300,142700,143200,143800,144400,145000,145700,146600,147800,149200,150500,151200,151400,151500,151500,152000,152800,153100,153100,153800,154800,155100,154800,154600,154800,155300,155800,156000,155900,156000,156600,157300,158200,159300,160100,160700,161300,161900,162200,162400,162900,163500,164000,165000,166000,166600,167100,167900,168500,168700,168900,169600,170300,170900,171400,171800,172500,173800,175400,176600,177500,178600,180200,181800,183300,184800,186000,186900,187400,187700,188000,188500,189200,189900,191200,192700,194000,194900,195800,196800,198000,199400,200800,202100,203200,204300,205300,206000,206900,208200,209300,210400,211400,212500,213600,215000,216700,218900,221000,222000,222700,223900,225600,227400,229000,230600,232500,234900,237200,238700,239900,241200,242500,243400,243900,244200,245100,246700,247600,247700,248100,248700,249100,249800,250200,250300,250400,250700,250600,250100,249300,248400,247100,245800,244700,243400,241800,240000,238200,237100,236700,236200,235000,232900,230300,227800,225800,224400,223300,221700,220300,219300,218000,216500,214800,212800,210700,209000,207700,206300,206400,207400,207300,204700,202600,200900,199400,198600,198800,198100,196300,194400,192300,191100,190400,189800,187800,184900,183100,182800,182100,180800,179600,178900,177900,176600,175500,174500,173600,173400,173900,174700,175900,176900,177400,178000,178400,177900,177300,178100,179800,181900,183500,184100,184500,185800,187700,189600,190700,191100,191500,192600,193800,195200,196000,196100,196400,197400,197900,197500,197600,199300,201300,202600,203200,203500,204100,204500,204600,205000,206100,207100,207700,208400,209200,210000,210900,212100,213100,213700,213900,214500,215700,217300,218300,218800,219800,221100,222200,223100,223700,224400,225700,226700,226900
La Salle,IL,Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117700,115600,113700,111900,111100,110200,108000,105300,104300,103600,102600,101400,100900,100900,100700,100600,100400,99900,98900,97700,95900,95000,95200,96200,97000,97400,97600,97300,95900,94900,95500,96200,96300,96200,95900,95800,95900,96000,95300,94900,95300,95400,94800,94600,94400,93800,93600,93900,94100,93900,93900,93600,93300,92900,92600,92300,92500,92600,92700,92900,93600,94100,94600,95100,94900,94600,94600,95000,95000,94900,94600,94300,93700,93200,93500,93800,93600,93400,93700,94600,96300,98300,99200,98600,97600,97300,97200,97500,98400,99400,100200,101200,101900,102000,102000,102400,103100,103500,103700
Kankakee,IL,Kankakee,88000,86900,86700,86400,85700,85200,84700,84100,83800,83600,83100,82900,82900,82800,82800,83600,84700,85100,85300,85700,86300,86800,87300,87900,88800,89300,89500,89400,89600,89800,90200,90800,91200,91200,90800,90900,91300,91200,90700,90400,90200,90200,90300,90100,89800,90400,91100,90800,90200,90700,91800,92400,92100,91600,92000,92400,92700,92600,92800,93300,94400,95500,96100,96600,97400,98200,98800,99100,99700,100200,100600,101000,101000,100500,100000,100200,100800,101800,102800,103500,103700,103900,104200,104400,104800,105600,106400,106600,106800,107100,107500,108200,108900,109400,110400,112300,114000,114900,115300,115200,115300,115600,115800,116600,117900,119100,119600,119900,120300,120900,121800,123200,124300,125100,125000,124200,123900,124400,124800,125300,126600,128100,129200,130200,131300,132100,132900,133400,133500,133500,133100,132800,132300,131900,131800,132100,132000,131600,131800,132400,132500,132100,131800,130800,129000,127600,126700,125900,125600,125500,125500,125600,126500,128200,129800,130600,130900,130600,130200,129700,129400,129300,129700,129900,129200,127600,126300,125500,124600,123100,121100,119300,118000,117200,116500,115600,114600,114100,113600,113300,113500,114700,115900,116900,118500,121200,123700,126000,128300,130600,132300,134100,136200,139600,144100,147800,147500,143200,137900,133200,128400,124100,121000,118000,115200,112200,109200,106700,105300,105200,105400,105700,106400,107400,108300,109900,112200,114200,115400,116200,116900,117300,117200,117400,118300,119300,119000,118200,116700,114300,112500,111800,111700,112300,113500,114200,114300,114200,114800,115800,116900,117900,118400,118300,118500,118900,119000,119400,120300,120700,121000,121100,120900,120700,120800,121000,121300,121300,121100
Macon,IL,Decatur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104800,104800,105000,105100,101300,96200,95100,97700,99100,100000,100600,100900,100000,98200,96000,93800,91400,88600,85500,82800,80700,78800,77200,76100,75400,74800,74800,75100,75500,75700,75300,74700,74500,74600,75000,75600,75600,75700,76300,76800,77100,77300,77100,77000,77000,77200,77300,77200,76700,76200,76200,76200,76100,75700,75000,74400,74200,73900,73500,73500,73900,74600,75500,76300,77400,78600,79300,79700,79800,80200,80900,81500,81700,81500,81200,80700,80200,79300,77800,76000,74500,73200,71700,69700,67600,65600,63900,62800,62000,60900,59500,58400,57400,56600,56500,56900,57500,57900,58200
DeKalb,IL,Chicago,170000,171300,171200,170300,168900,167000,164400,161400,157500,153600,149500,145700,142100,138400,133900,129200,124700,120400,116400,112800,109400,106500,104300,103000,102600,102900,103400,104600,106500,109200,112500,116300,120600,125500,132000,134100,128900,123900,124200,125900,127300,128500,129600,130100,130400,130500,130100,129600,129900,130200,129700,128900,128300,128200,127900,127400,127300,127900,128400,128900,130300,131900,132900,133800,134400,135000,135600,136100,136300,136600,136900,137700,139000,140100,140400,140500,140500,140100,139700,139900,140900,141700,142100,142900,144600,146900,148500,149400,150800,152700,154600,156400,157900,159000,160200,161500,162800,163800,165000,166500,168100,169200,170000,170800,171600,172300,172800,172900,173000,173300,174000,175500,177000,178300,179500,180300,180800,181200,181800,182100,182500,183100,183800,185200,187100,188700,189500,189300,188300,188100,188200,189000,189600,189500,188600,188200,187900,187400,186800,186300,185500,183900,182200,181900,181900,181500,181500,180500,176900,173300,171600,171500,172500,173500,173700,173300,172000,171500,170300,167000,163300,161000,159400,158500,158200,157600,157300,157200,156800,154500,151400,149600,149400,149300,148700,147900,146600,145100,143400,141800,140000,138400,137400,137000,136200,135500,134700,134500,134900,135000,134400,133500,132400,131400,130900,130800,131200,131400,131200,130800,130100,129300,128400,127400,129000,133200,136900,138000,138700,139500,141100,139300,136400,136400,138900,139700,139800,139600,139600,140800,142400,143200,143300,143900,144700,145000,145000,145300,145000,144500,144700,145700,146700,147400,147800,148200,148600,148600,148500,148500,148500,148700,149300,150100,150800,151100,151200,152200,153300,153600,153700,154500,155600,155900,155800,156000,156500,157100,157500
Adams,IL,Quincy,120500,120500,120500,120400,120400,120400,120400,120400,120400,120500,120500,120500,120500,120500,120500,120400,120400,120400,120400,120400,120400,120500,120500,120500,120500,120500,120500,120400,120400,120400,120400,120400,120400,120500,120500,120500,120500,120500,120500,120400,120400,120400,120400,120400,120400,120500,120500,120500,120500,120500,120500,120400,120400,120400,120400,120400,120400,120500,120500,120500,120500,120500,120500,120400,120400,120400,120400,120400,120400,120500,120500,120500,120500,120500,120400,120400,120400,120400,120400,120400,120400,120500,120500,120600,120600,120500,120500,120400,120400,120400,120300,120200,120300,120400,120600,120700,120700,120600,120500,120500,120400,120300,120200,120000,120100,120400,120800,120900,120900,120700,120600,120400,120300,120200,120000,119800,119900,120400,120900,121100,121100,120800,120600,120400,120200,120100,119800,119600,119800,120500,121000,121300,121200,120900,120600,120400,120200,120000,119700,119900,119000,116000,112500,110900,110000,109100,108500,108500,108200,107700,107300,107500,107200,106100,104400,102900,102500,102900,102500,101700,101200,100500,99800,98800,97000,96200,96800,97200,97300,97700,97500,96600,96200,96300,96600,96800,97200,97800,98300,98000,97400,96600,96100,95700,95300,94800,94100,92800,91800,91500,91400,91200,90600,90100,89900,90100,90800,91300,91400,91700,92500,93200,93500,93500,93300,93500,94500,95500,95600,95500,95700,96000,96500,97400,98400,99800,100900,101200,101800,102700,103200,103400,103500,104000,104700,105200,104900,104500,103800,103000,102400,102200,102000,102000,102200,102500,102900,103900,105400,106600,107400,107900,108100,107900,107500,106900,106600,106700,106900,106600,106400,106600,107800,109000,109100,108300,108300,109400,110800
Williamson,IL,Carbondale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52200,54200,56200,58400,60600,62300,63500,64500,64800,64500,64200,63800,62800,61900,61700,61700,61200,61100,61300,61200,60800,61100,61800,62100,62500,62900,63200,63600,64200,64800,65300,66000,66200,66100,65900,65900,66100,66400,66500,66300,66400,66400,66100,65500,65500,66400,67300,67900,68300,68800,69100,69200,69100,69300,70400,71700,72500,73000,73400,73500,73600,73900,74700,75400,75300,74400,74000,74200,74600,74500,74000,73300,72900,72700,72800,73300,74000,75000,76200,76900,77300,78400,78700,78800,79000,79200,78800,78900,79200,79200,78500,78100,78100,78300,79100,79800,79800,79400,79500,79600,79800,80200,80300,80100,79900,79300,79400,80800,82000,82000,80900,78900,77800,77400,76100,74700,74800,75300,75700,76500,77300,77700,77600,77600,78000,78800,79800,80800,80100,78200,76500,75300,74000,73500,74500,75900,75300,73500,72200,71900,72100,72600,72700,72000,72500,74300,75700,76400,77000,77900,79700,80100,79200,79500,80600,80700,79900,79200,79200,79500,79800,80200,80700,81700,82600,83200,83600,84100,84800,86100,87100,87900,88700,89500,89800,90100,90600,91200,91700,91800,91600,91000,90100,89600,89700,90200,90200,90900,92800,94300,94500,94600,95100,95600,95700,95700,96200,96700,97600,98400,99200
Jackson,IL,Carbondale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108300,109000,110100,109800,111100,116500,122700,127400,131400,134500,137000,139700,141900,143200,144400,145900,144600,141100,138700,136700,133500,130000,126500,122300,118100,114100,110600,107600,104500,101100,97700,94800,92800,91500,90400,89700,90000,91200,93000,94800,96100,96900,98200,100100,101300,101500,101200,101100,101000,100600,99700,98400,96100,93100,90500,88900,87700,86500,85400,84500,83800,84000,84600,85200,85400,85700,85900,86200,86500,87200,87800,88100,88800,89500,90000,90300,90200,89200,88000,86900,86000,85200,85300,86000,86200,85900,85800,86000,86300,87100,88200,89800,91300,91500,90000,88200,87500,87300,87100
Whiteside,IL,Sterling,115900,117500,116600,109400,97200,89300,87900,87000,84500,84400,87800,89800,88100,87100,87700,88700,89800,92400,94200,95000,94600,96000,98800,98500,95100,93100,93100,94200,96200,97500,96300,94400,95100,97700,98000,98300,100300,103600,105800,107400,107600,107300,105900,107000,106400,104300,104500,106300,107500,107300,107000,108200,110500,111200,114000,116400,117200,118800,120500,120800,121100,120100,117500,116800,117600,117000,114300,110400,104600,96500,89100,85700,86000,88200,91700,92300,90800,89800,88800,86400,86800,88000,85500,80600,76800,73900,71800,70900,70700,70800,71400,72300,73300,74500,76200,78000,78400,78200,77500,76900,76900,76900,76700,76900,77100,77400,78300,79200,79500,79300,79200,79200,79000,78800,78900,79300,79600,79800,80200,80300,80300,80400,80300,79900,79500,79300,79200,79300,79800,80700,81500,82000,82100,82200,82300,82500,83000,83600,83900,84000,84100,84000,84000,84500,85500,86400,86500,86000,85400,85000,84800,84500,84700,85400,85700,85400,84900,84000,83300,83500,84400,84900,85000,85600,84900,83100,82500,83100,83200,83300,83600,83800,83800,83700,83500,83000,82700,82600,82600,82800,83200,83000,82500,82200,82200,82200,82400,82400,82300,82600,82900,83300,83100,82800,82700,82600,81600,80400,79700,79200,78700,78600,78600,78200,77900,78000,78100,77900,77300,76800,76300,75900,75900,76300,75900,74700,74000,74000,74400,75400,77300,79300,80600,81500,81600,80700,79200,77600,76700,76500,77100,77800,78000,78000,78700,79200,79900,81300,82900,84200,84900,85100,84900,83700,83500,84900,85500,85100,85800,87000,88100,89100,90200,91000,91400,91600,91600,90300,88700
Boone,IL,Rockford,146800,145000,145700,143700,137900,132500,129800,128100,127200,127100,126700,126200,126000,126200,126400,127400,129200,130600,131200,131700,132400,132800,133000,133100,134000,134100,133000,131900,131200,130800,130500,129900,128800,128300,128000,127800,127700,127800,128000,128800,130100,131500,132800,134100,135100,135900,136800,137400,137700,137800,137700,137500,137600,137200,136100,135300,134900,134500,133900,134100,134800,135800,137100,138900,140300,141400,142100,142500,143000,143800,144400,145200,146300,147400,147800,147700,147600,147800,148000,148200,148400,148700,149000,149200,149000,149400,150200,150900,151600,152800,154400,156400,158500,160100,161300,162400,163000,162700,162700,163300,164500,165700,166600,167500,167900,168500,169900,171200,172100,173200,174600,175700,176600,178100,179900,181200,182200,182900,183500,183800,184000,184300,184600,184600,184300,183600,182900,182800,183300,183700,183700,183600,183600,183600,183400,183800,183900,183100,182900,183000,182900,183000,183000,182800,183000,182000,178900,176100,174600,173200,170700,167900,167300,168400,168900,167300,164900,162200,160200,158300,156700,156300,155800,155000,151300,145900,141600,139800,139100,140000,141300,142300,142400,141200,139500,137400,135400,133800,132400,130300,128500,127400,126600,124900,122200,120400,120000,119600,119600,119400,119100,119000,118900,118400,118400,118700,119300,119400,118900,119100,120000,120600,121100,121400,121100,120100,119300,119200,119100,119100,119500,119700,119500,119400,119700,120500,121700,122500,122600,123300,125400,127700,128900,129200,129300,129700,130300,130800,131400,132100,133000,133700,134100,134600,135400,136200,137500,139000,140400,141500,142100,142600,142900,142800,142900,143900,144700,145700,147100,148600,149200,149600,150300,151100,151700,152300,152500,151600,150400
Coles,IL,Charleston,96500,96400,96400,96400,96400,96400,96400,96500,96500,96500,96500,96500,96500,96400,96400,96400,96400,96400,96400,96500,96500,96500,96500,96500,96500,96400,96400,96400,96400,96400,96400,96500,96500,96500,96500,96500,96500,96400,96400,96400,96400,96400,96400,96500,96500,96500,96500,96500,96500,96400,96400,96400,96400,96400,96500,96500,96500,96500,96500,96500,96500,96400,96400,96400,96400,96400,96400,96500,96500,96500,96500,96500,96400,96400,96400,96400,96400,96400,96400,96500,96500,96500,96500,96500,96500,96500,96400,96400,96400,96400,96400,96400,96400,96500,96500,96500,96500,96500,96500,96400,96400,96300,96300,96200,96300,96500,96700,96800,96800,96700,96500,96400,96300,96200,96100,95800,96000,96600,97100,97100,97100,96800,96500,96300,96200,96100,95800,95400,95700,96700,97300,97200,97200,96900,96500,96300,96200,96000,95700,95100,95500,96700,97500,97500,97500,97100,96600,96400,96200,95900,95600,95300,94400,92100,89200,86700,85800,86700,87800,87500,86800,86000,85900,87600,85100,79600,77300,78600,78500,78100,77900,78300,78600,78900,78900,78500,79100,80500,81200,80800,80400,79700,79100,78700,78500,78500,78500,78200,78200,78800,79100,78900,78700,78800,79100,79000,78800,78900,79000,78600,78900,80000,81000,81700,82100,82000,81700,81500,81200,81100,80800,79700,79300,79700,79900,79500,79400,79500,79500,79700,80300,81000,81400,81600,82500,83700,84200,84200,84400,84100,83500,83600,83600,82900,81800,80600,79700,79400,79000,78700,78700,78600,78100,77900,78600,79400,79500,79900,81300,83200,84600,85700,85900,86200,86600,86600,85100,84000,83600
